item,name,location,country,countryLabel
http://www.wikidata.org/entity/Q1340262,Uniwersytet Muzyczny Fryderyka Chopina,Point(21.02227 52.235653888),http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q845138,国立大学法人北陸先端科学技術大学院大学,Point(136.59263889 36.44452778),http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q1137665,Universiteit Gent,Point(3.726111111 51.043888888),http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q1479914,Літоўская сельскагаспадарчая акадэмія,Point(23.94813889 54.91016667),http://www.wikidata.org/entity/Q37,Lithuania
http://www.wikidata.org/entity/Q538452,Babeș–Bolyai Tudományegyetem,Point(23.591111111 46.767777777),http://www.wikidata.org/entity/Q218,Romania
http://www.wikidata.org/entity/Q1379834,Санкт-Петербургский политехнический институт,Point(30.376682 60.006174),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q707140,中國文化大學,Point(121.53333333 25.13333333),http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q94469,Адэскі педагагічны інстытут,Point(30.7213 46.4805),http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q1247543,Vysoká škola báňská - Technická univerzita Ostrava,Point(18.164 49.8333),http://www.wikidata.org/entity/Q213,Czech Republic
http://www.wikidata.org/entity/Q1137665,Rijksuniversiteit te Gent,Point(3.726111111 51.043888888),http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q1137665,Staatsuniversiteit te Gent,Point(3.726111111 51.043888888),http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q193727,Johns Hopkins University,Point(-76.620555555 39.328888888),http://www.wikidata.org/entity/Q30,United States of America
